office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes,gaz_perct,biram_perct,mewloud_perct,kane_perct,wavi_perct,boubacar_perct,turnout
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,398,4,9,385,75,108,11,118,2,71,0.19480519480519481,0.2805194805194805,0.02857142857142857,0.3064935064935065,0.005194805194805195,0.18441558441558442,69.34
Dispensaire Bir Toress,Mederdra,Trarza,475,275,5,1,269,187,29,3,1,2,47,0.6951672862453532,0.10780669144981413,0.011152416356877323,0.0037174721189591076,0.007434944237918215,0.17472118959107807,57.89
Ecole 10 El Moutevejeratt,Nouadhibou,Dakhlet Nouadhibou,498,382,10,12,360,57,114,7,120,5,57,0.15833333333333333,0.31666666666666665,0.019444444444444445,0.3333333333333333,0.013888888888888888,0.15833333333333333,76.71
Lycée,El Mina,Nouakchott Sud,555,488,18,11,459,17,235,2,189,2,14,0.037037037037037035,0.5119825708061002,0.004357298474945534,0.4117647058823529,0.004357298474945534,0.030501089324618737,87.93
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,414,5,7,402,92,127,7,102,1,73,0.22885572139303484,0.31592039800995025,0.017412935323383085,0.2537313432835821,0.0024875621890547263,0.18159203980099503,72.13
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,497,5,14,478,39,224,3,182,0,30,0.08158995815899582,0.4686192468619247,0.006276150627615063,0.3807531380753138,0.0,0.06276150627615062,86.59
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,547,410,8,1,401,78,228,16,15,0,64,0.19451371571072318,0.5685785536159601,0.0399002493765586,0.03740648379052369,0.0,0.1596009975062344,74.95
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,527,361,17,2,342,116,129,14,12,2,69,0.3391812865497076,0.37719298245614036,0.04093567251461988,0.03508771929824561,0.005847953216374269,0.20175438596491227,68.5
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,527,419,10,4,405,97,192,3,24,10,79,0.23950617283950618,0.4740740740740741,0.007407407407407408,0.05925925925925926,0.024691358024691357,0.19506172839506172,79.51
Ecole Achram Teganet,Moudjeria,Tagant,309,211,4,0,207,171,11,0,0,0,25,0.8260869565217391,0.05314009661835749,0.0,0.0,0.0,0.12077294685990338,68.28
Ecole Ntilimit,Moudjeria,Tagant,252,182,7,0,175,102,6,2,4,0,61,0.5828571428571429,0.03428571428571429,0.011428571428571429,0.022857142857142857,0.0,0.3485714285714286,72.22
Ecole Tencheiba,Moudjeria,Tagant,150,107,1,2,104,100,1,0,0,0,3,0.9615384615384616,0.009615384615384616,0.0,0.0,0.0,0.028846153846153848,71.33
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,472,22,0,450,98,142,10,148,0,52,0.21777777777777776,0.31555555555555553,0.022222222222222223,0.3288888888888889,0.0,0.11555555555555555,82.23
Ecole Temtemdej,Aoujeft,Adrar,268,153,3,0,150,111,6,7,0,2,24,0.74,0.04,0.04666666666666667,0.0,0.013333333333333334,0.16,57.09
Dispensaire Bameira,Guerou,Assaba,396,326,14,2,310,290,2,1,0,1,16,0.9354838709677419,0.0064516129032258064,0.0032258064516129032,0.0,0.0032258064516129032,0.05161290322580645,82.32
Ecole Nazaha,Guerou,Assaba,417,178,22,0,156,67,58,0,1,1,29,0.42948717948717946,0.3717948717948718,0.0,0.00641025641025641,0.00641025641025641,0.1858974358974359,42.69
Ecole Elevage,Guerou,Assaba,437,185,5,0,180,45,62,0,6,2,65,0.25,0.34444444444444444,0.0,0.03333333333333333,0.011111111111111112,0.3611111111111111,42.33
Ecole Nord,Guerou,Assaba,567,321,13,2,306,116,62,1,13,0,114,0.3790849673202614,0.20261437908496732,0.0032679738562091504,0.042483660130718956,0.0,0.37254901960784315,56.61
Ecole 2 de Guerou,Guerou,Assaba,548,348,40,0,308,196,53,4,0,0,55,0.6363636363636364,0.17207792207792208,0.012987012987012988,0.0,0.0,0.17857142857142858,63.5
Ecole N'Takat,Guerou,Assaba,419,153,6,0,147,85,8,2,1,1,50,0.5782312925170068,0.05442176870748299,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.3401360544217687,36.52
Oum Leroug,Guerou,Assaba,153,91,4,0,87,79,1,1,0,0,6,0.9080459770114943,0.011494252873563218,0.011494252873563218,0.0,0.0,0.06896551724137931,59.48
Ecole 1 de Guerou,Guerou,Assaba,310,169,5,2,162,86,51,0,2,0,23,0.5308641975308642,0.3148148148148148,0.0,0.012345679012345678,0.0,0.1419753086419753,54.52
ecole tweykide,Guerou,Assaba,221,145,6,0,139,106,0,3,1,0,29,0.762589928057554,0.0,0.02158273381294964,0.007194244604316547,0.0,0.20863309352517986,65.61
Ecole 1 de Guerou,Guerou,Assaba,311,138,16,0,122,79,24,0,0,0,19,0.6475409836065574,0.19672131147540983,0.0,0.0,0.0,0.1557377049180328,44.37
Bureau Elevage,Guerou,Assaba,437,228,6,3,219,137,46,2,11,0,23,0.6255707762557078,0.2100456621004566,0.0091324200913242,0.0502283105022831,0.0,0.1050228310502283,52.17
SNDE,Guerou,Assaba,347,213,4,1,208,127,43,1,2,0,35,0.6105769230769231,0.20673076923076922,0.004807692307692308,0.009615384615384616,0.0,0.16826923076923078,61.38
Ecole Bab Salam,Guerou,Assaba,537,362,26,2,334,219,61,2,2,6,44,0.655688622754491,0.18263473053892215,0.005988023952095809,0.005988023952095809,0.017964071856287425,0.1317365269461078,67.41
Ecole Oueid Jrid,Guerou,Assaba,476,312,34,0,278,136,59,0,1,0,82,0.4892086330935252,0.21223021582733814,0.0,0.0035971223021582736,0.0,0.2949640287769784,65.55
Ecole Oum Nouar,Guerou,Assaba,447,208,19,0,189,31,67,0,2,0,89,0.164021164021164,0.3544973544973545,0.0,0.010582010582010581,0.0,0.4708994708994709,46.53
Ecole Oum Nouar,Guerou,Assaba,447,190,13,1,176,45,82,1,1,0,47,0.2556818181818182,0.4659090909090909,0.005681818181818182,0.005681818181818182,0.0,0.26704545454545453,42.51
Ecole Bab Salam,Guerou,Assaba,539,310,18,0,292,217,37,0,1,6,31,0.7431506849315068,0.1267123287671233,0.0,0.003424657534246575,0.02054794520547945,0.10616438356164383,57.51
Ecole Oueid Rahma,Guerou,Assaba,371,283,4,0,279,156,15,0,0,0,108,0.5591397849462365,0.053763440860215055,0.0,0.0,0.0,0.3870967741935484,76.28
Ecole 1,Guerou,Assaba,579,271,14,0,257,102,6,5,1,2,141,0.3968871595330739,0.023346303501945526,0.019455252918287938,0.0038910505836575876,0.007782101167315175,0.5486381322957199,46.8
Ecole 2 Bagdad,Guerou,Assaba,419,243,5,0,238,174,2,2,1,5,54,0.7310924369747899,0.008403361344537815,0.008403361344537815,0.004201680672268907,0.02100840336134454,0.226890756302521,58.0
Ecole Nazaha,Guerou,Assaba,416,241,12,0,229,105,78,0,2,0,44,0.4585152838427948,0.3406113537117904,0.0,0.008733624454148471,0.0,0.19213973799126638,57.93
Centre d'Accueil des Citoyens,Guerou,Assaba,533,62,5,0,57,28,18,0,0,0,11,0.49122807017543857,0.3157894736842105,0.0,0.0,0.0,0.19298245614035087,11.63
Hotel de Ville,Guerou,Assaba,439,292,5,2,285,146,46,1,3,0,89,0.512280701754386,0.16140350877192983,0.0035087719298245615,0.010526315789473684,0.0,0.312280701754386,66.51
Ecole Kiffa,Guerou,Assaba,500,165,6,1,158,67,4,2,0,0,85,0.4240506329113924,0.02531645569620253,0.012658227848101266,0.0,0.0,0.5379746835443038,33.0
Ecole Kamour,Guerou,Assaba,455,194,7,1,186,106,22,0,1,2,55,0.5698924731182796,0.11827956989247312,0.0,0.005376344086021506,0.010752688172043012,0.2956989247311828,42.64
Hotel de Ville,Guerou,Assaba,491,199,5,0,194,116,7,2,1,0,68,0.5979381443298969,0.03608247422680412,0.010309278350515464,0.005154639175257732,0.0,0.35051546391752575,40.53
Ecole Nord,Guerou,Assaba,568,237,11,0,226,99,46,1,5,1,74,0.43805309734513276,0.20353982300884957,0.004424778761061947,0.022123893805309734,0.004424778761061947,0.3274336283185841,41.73
Ecole 2 Bagdad,Guerou,Assaba,419,278,3,0,275,239,2,1,0,1,32,0.8690909090909091,0.007272727272727273,0.0036363636363636364,0.0,0.0036363636363636364,0.11636363636363636,66.35
Bureau Elevage,Guerou,Assaba,438,207,27,0,180,98,37,0,1,0,44,0.5444444444444444,0.20555555555555555,0.0,0.005555555555555556,0.0,0.24444444444444444,47.26
Hotel de Ville,Guerou,Assaba,491,201,5,0,196,107,22,1,0,0,66,0.5459183673469388,0.11224489795918367,0.00510204081632653,0.0,0.0,0.336734693877551,40.94
Hotel de Ville,Guerou,Assaba,491,177,4,1,172,83,23,1,0,0,65,0.48255813953488375,0.13372093023255813,0.005813953488372093,0.0,0.0,0.37790697674418605,36.05
Ecole Dakhla,Guerou,Assaba,324,221,3,0,218,198,8,0,2,0,10,0.908256880733945,0.03669724770642202,0.0,0.009174311926605505,0.0,0.045871559633027525,68.21
Ecole Kamour,Guerou,Assaba,454,273,3,1,269,140,51,1,0,0,77,0.5204460966542751,0.1895910780669145,0.0037174721189591076,0.0,0.0,0.2862453531598513,60.13
Ecole Bab Salam,Guerou,Assaba,419,194,13,1,180,122,42,0,0,0,16,0.6777777777777778,0.23333333333333334,0.0,0.0,0.0,0.08888888888888889,46.3
Ecole Bab Salam,Guerou,Assaba,420,227,6,1,220,129,57,3,2,0,29,0.5863636363636363,0.2590909090909091,0.013636363636363636,0.00909090909090909,0.0,0.1318181818181818,54.05
Ecole Taghada El Wasaa,Guerou,Assaba,353,259,19,0,240,207,20,0,0,0,13,0.8625,0.08333333333333333,0.0,0.0,0.0,0.05416666666666667,73.37
Hotel de Ville,Guerou,Assaba,491,183,11,0,172,85,16,1,0,0,70,0.4941860465116279,0.09302325581395349,0.005813953488372093,0.0,0.0,0.4069767441860465,37.27
Ecole Chekata,Guerou,Assaba,383,248,32,0,216,192,12,4,0,0,8,0.8888888888888888,0.05555555555555555,0.018518518518518517,0.0,0.0,0.037037037037037035,64.75
Ecole 1,Guerou,Assaba,579,276,18,0,258,146,11,1,0,0,100,0.5658914728682171,0.04263565891472868,0.003875968992248062,0.0,0.0,0.3875968992248062,47.67
Ecole 1 Bagdad,Guerou,Assaba,559,242,12,1,229,162,11,1,0,0,55,0.7074235807860262,0.048034934497816595,0.004366812227074236,0.0,0.0,0.24017467248908297,43.29
Hotel de Ville,Guerou,Assaba,439,205,4,2,199,94,41,0,0,0,64,0.4723618090452261,0.20603015075376885,0.0,0.0,0.0,0.32160804020100503,46.7
Hotel de Ville,Guerou,Assaba,438,220,23,0,197,92,33,2,0,0,70,0.467005076142132,0.16751269035532995,0.01015228426395939,0.0,0.0,0.3553299492385787,50.23
Ecole 13 Baghdad,Nouadhibou,Dakhlet Nouadhibou,574,401,5,2,394,133,135,7,27,1,91,0.33756345177664976,0.3426395939086294,0.017766497461928935,0.06852791878172589,0.0025380710659898475,0.23096446700507614,69.86
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,435,14,14,407,86,120,8,107,5,81,0.2113022113022113,0.29484029484029484,0.019656019656019656,0.2628992628992629,0.012285012285012284,0.19901719901719903,75.78
Ecole 1 Cansado,Nouadhibou,Dakhlet Nouadhibou,490,386,8,0,378,103,81,16,84,3,91,0.2724867724867725,0.21428571428571427,0.042328042328042326,0.2222222222222222,0.007936507936507936,0.24074074074074073,78.78
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,597,381,6,2,373,125,124,6,19,6,93,0.3351206434316354,0.3324396782841823,0.0160857908847185,0.05093833780160858,0.0160857908847185,0.24932975871313673,63.82
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,597,411,7,2,402,134,125,12,15,3,113,0.3333333333333333,0.31094527363184077,0.029850746268656716,0.03731343283582089,0.007462686567164179,0.2810945273631841,68.84
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,588,492,9,0,483,90,267,5,20,14,87,0.18633540372670807,0.5527950310559007,0.010351966873706004,0.041407867494824016,0.028985507246376812,0.18012422360248448,83.67
Jardin d'enfants el Ghayrwane,Nouadhibou,Dakhlet Nouadhibou,511,335,5,6,324,79,103,11,32,2,97,0.24382716049382716,0.31790123456790126,0.033950617283950615,0.09876543209876543,0.006172839506172839,0.2993827160493827,65.56
Lycée,Monguel,Gorgol,309,174,5,4,165,100,11,3,46,0,5,0.6060606060606061,0.06666666666666667,0.01818181818181818,0.2787878787878788,0.0,0.030303030303030304,56.31
Ecole Oudey Chrak,Monguel,Gorgol,331,188,24,0,164,96,24,1,18,0,25,0.5853658536585366,0.14634146341463414,0.006097560975609756,0.10975609756097561,0.0,0.1524390243902439,56.8
Ecole Oudey Chrak,Monguel,Gorgol,331,205,8,4,193,88,37,2,11,0,55,0.45595854922279794,0.19170984455958548,0.010362694300518135,0.05699481865284974,0.0,0.2849740932642487,61.93
Toueijila,Monguel,Gorgol,435,249,8,0,241,83,55,96,0,1,6,0.34439834024896265,0.22821576763485477,0.3983402489626556,0.0,0.004149377593360996,0.024896265560165973,57.24
Ndjakodi,Monguel,Gorgol,303,156,8,7,141,30,17,1,88,2,3,0.2127659574468085,0.12056737588652482,0.0070921985815602835,0.624113475177305,0.014184397163120567,0.02127659574468085,51.49
Tebeit,Monguel,Gorgol,306,158,5,0,153,46,88,11,6,0,2,0.3006535947712418,0.5751633986928104,0.0718954248366013,0.0392156862745098,0.0,0.013071895424836602,51.63
Evejar,Monguel,Gorgol,468,257,6,1,250,175,26,14,1,1,33,0.7,0.104,0.056,0.004,0.004,0.132,54.91
Tebeit,Monguel,Gorgol,306,145,16,0,129,27,68,14,18,1,1,0.20930232558139536,0.5271317829457365,0.10852713178294573,0.13953488372093023,0.007751937984496124,0.007751937984496124,47.39
Bathet Meit,Monguel,Gorgol,589,333,3,2,328,279,29,16,2,0,2,0.850609756097561,0.08841463414634146,0.04878048780487805,0.006097560975609756,0.0,0.006097560975609756,56.54
Evejar,Monguel,Gorgol,467,222,6,0,216,149,30,13,4,0,20,0.6898148148148148,0.1388888888888889,0.06018518518518518,0.018518518518518517,0.0,0.09259259259259259,47.54
Bathet Meit,Monguel,Gorgol,589,296,7,0,289,208,43,32,2,1,3,0.7197231833910035,0.14878892733564014,0.11072664359861592,0.006920415224913495,0.0034602076124567475,0.010380622837370242,50.25
Ecole 1,Monguel,Gorgol,489,304,10,1,293,161,75,2,23,1,31,0.5494880546075085,0.25597269624573377,0.006825938566552901,0.07849829351535836,0.0034129692832764505,0.10580204778156997,62.17
Ecole 1,Monguel,Gorgol,487,257,13,4,240,139,58,6,22,0,15,0.5791666666666667,0.24166666666666667,0.025,0.09166666666666666,0.0,0.0625,52.77
Lekhsara,Monguel,Gorgol,428,195,1,2,192,104,76,1,0,1,10,0.5416666666666666,0.3958333333333333,0.005208333333333333,0.0,0.005208333333333333,0.052083333333333336,45.56
Ecole 1,Monguel,Gorgol,490,288,15,2,271,138,59,17,28,1,28,0.5092250922509225,0.2177121771217712,0.06273062730627306,0.1033210332103321,0.0036900369003690036,0.1033210332103321,58.78
Boudherwa 1,Monguel,Gorgol,552,261,6,0,255,201,45,1,1,1,6,0.788235294117647,0.17647058823529413,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.023529411764705882,47.28
El Hella 1,Monguel,Gorgol,327,174,4,0,170,118,7,2,3,0,40,0.6941176470588235,0.041176470588235294,0.011764705882352941,0.01764705882352941,0.0,0.23529411764705882,53.21
Jatel,Monguel,Gorgol,311,214,11,0,203,104,47,36,7,0,9,0.5123152709359606,0.2315270935960591,0.17733990147783252,0.034482758620689655,0.0,0.04433497536945813,68.81
El Hella 1,Monguel,Gorgol,327,131,4,0,127,98,10,2,0,0,17,0.7716535433070866,0.07874015748031496,0.015748031496062992,0.0,0.0,0.13385826771653545,40.06
Boudherwa 1,Monguel,Gorgol,481,274,12,0,262,163,67,1,3,0,28,0.6221374045801527,0.25572519083969464,0.003816793893129771,0.011450381679389313,0.0,0.10687022900763359,56.96
Jatel,Monguel,Gorgol,312,229,8,1,220,126,36,43,6,0,9,0.5727272727272728,0.16363636363636364,0.19545454545454546,0.02727272727272727,0.0,0.04090909090909091,73.4
Ecole Torkoz,Monguel,Gorgol,284,135,8,0,127,48,73,0,2,0,4,0.3779527559055118,0.5748031496062992,0.0,0.015748031496062992,0.0,0.031496062992125984,47.54
Toueizigra,Monguel,Gorgol,321,199,5,1,193,136,36,1,8,0,12,0.7046632124352331,0.18652849740932642,0.0051813471502590676,0.04145077720207254,0.0,0.06217616580310881,61.99
Dar Salam,Monguel,Gorgol,373,200,10,1,189,157,14,2,0,2,14,0.8306878306878307,0.07407407407407407,0.010582010582010581,0.0,0.010582010582010581,0.07407407407407407,53.62
Toueizigra,Monguel,Gorgol,320,212,6,0,206,136,42,8,9,1,10,0.6601941747572816,0.20388349514563106,0.038834951456310676,0.043689320388349516,0.0048543689320388345,0.04854368932038835,66.25
Zegueilim,Monguel,Gorgol,587,310,13,2,295,213,59,8,9,0,6,0.7220338983050848,0.2,0.02711864406779661,0.030508474576271188,0.0,0.020338983050847456,52.81
Hsey Nmadi,Monguel,Gorgol,417,171,14,6,151,58,59,7,11,1,15,0.3841059602649007,0.39072847682119205,0.046357615894039736,0.0728476821192053,0.006622516556291391,0.09933774834437085,41.01
Ndjakodi,Monguel,Gorgol,303,202,7,12,183,25,8,0,147,1,2,0.1366120218579235,0.04371584699453552,0.0,0.8032786885245902,0.00546448087431694,0.01092896174863388,66.67
Hsey Nmadi,Monguel,Gorgol,416,234,22,10,202,68,43,5,71,0,15,0.33663366336633666,0.21287128712871287,0.024752475247524754,0.35148514851485146,0.0,0.07425742574257425,56.25
Zegueilim,Monguel,Gorgol,586,305,7,0,298,205,55,15,5,2,16,0.6879194630872483,0.18456375838926176,0.050335570469798654,0.016778523489932886,0.006711409395973154,0.053691275167785234,52.05
El Meden,Monguel,Gorgol,498,252,26,0,226,98,119,0,1,0,8,0.4336283185840708,0.5265486725663717,0.0,0.004424778761061947,0.0,0.035398230088495575,50.6
Lembarat,Monguel,Gorgol,438,258,2,1,255,172,38,4,7,1,33,0.6745098039215687,0.14901960784313725,0.01568627450980392,0.027450980392156862,0.00392156862745098,0.12941176470588237,58.9
El Meden,Monguel,Gorgol,497,253,19,0,234,112,113,0,2,0,7,0.47863247863247865,0.4829059829059829,0.0,0.008547008547008548,0.0,0.029914529914529916,50.91
Avjeijir,Monguel,Gorgol,509,242,14,0,228,165,49,0,1,0,13,0.7236842105263158,0.2149122807017544,0.0,0.0043859649122807015,0.0,0.05701754385964912,47.54
Levreie 4,Monguel,Gorgol,451,186,7,0,179,136,37,1,0,1,4,0.7597765363128491,0.20670391061452514,0.00558659217877095,0.0,0.00558659217877095,0.0223463687150838,41.24
Toueijila,Monguel,Gorgol,435,232,7,0,225,73,41,106,0,0,5,0.3244444444444444,0.18222222222222223,0.4711111111111111,0.0,0.0,0.022222222222222223,53.33
Dispensaire Bameira,Guerou,Assaba,395,284,16,1,267,246,4,0,1,0,16,0.9213483146067416,0.0149812734082397,0.0,0.003745318352059925,0.0,0.0599250936329588,71.9
Ecole Oum Dli,Guerou,Assaba,198,126,6,0,120,64,5,0,0,0,51,0.5333333333333333,0.041666666666666664,0.0,0.0,0.0,0.425,63.64
Ecole Gleitet Egheyar,Moudjeria,Tagant,204,145,3,0,142,99,3,0,1,1,38,0.6971830985915493,0.02112676056338028,0.0,0.007042253521126761,0.007042253521126761,0.2676056338028169,71.08
Ecole Ain El Khachba,Moudjeria,Tagant,313,241,1,1,239,202,3,0,0,0,34,0.8451882845188284,0.012552301255230125,0.0,0.0,0.0,0.14225941422594143,77.0
Ecole El Metgheimbra,Moudjeria,Tagant,171,121,1,1,119,108,2,0,0,0,9,0.907563025210084,0.01680672268907563,0.0,0.0,0.0,0.07563025210084033,70.76
Ecole El Vouj,Moudjeria,Tagant,263,194,2,0,192,124,2,2,0,0,64,0.6458333333333334,0.010416666666666666,0.010416666666666666,0.0,0.0,0.3333333333333333,73.76
Ecole Wad Leghnem,Moudjeria,Tagant,175,149,2,61,86,69,2,0,7,1,7,0.8023255813953488,0.023255813953488372,0.0,0.08139534883720931,0.011627906976744186,0.08139534883720931,85.14
Gleytet El mane,Moudjeria,Tagant,172,107,1,0,106,93,10,0,0,0,3,0.8773584905660378,0.09433962264150944,0.0,0.0,0.0,0.02830188679245283,62.21
Ecole Guellaga,Moudjeria,Tagant,193,101,9,1,91,70,15,0,0,1,5,0.7692307692307693,0.16483516483516483,0.0,0.0,0.01098901098901099,0.054945054945054944,52.33
jelkhet ezkhaymate,Magtalahjar,Brakna,157,98,1,0,97,48,11,1,0,0,37,0.4948453608247423,0.1134020618556701,0.010309278350515464,0.0,0.0,0.38144329896907214,62.42
Ecole Aweiviya,Keur Macène,Trarza,324,204,5,1,198,125,1,0,0,0,72,0.6313131313131313,0.005050505050505051,0.0,0.0,0.0,0.36363636363636365,62.96
Ecole Nteynou,Keur Macène,Trarza,541,360,10,1,349,260,33,10,0,0,46,0.7449856733524355,0.09455587392550144,0.02865329512893983,0.0,0.0,0.1318051575931232,66.54
Lebheir 2 Commune,Barkéol,Assaba,323,103,0,0,103,76,2,5,2,0,18,0.7378640776699029,0.019417475728155338,0.04854368932038835,0.019417475728155338,0.0,0.17475728155339806,31.89
Legdour,Amourj,Hodh Chargui,348,260,20,0,240,223,2,0,0,0,15,0.9291666666666667,0.008333333333333333,0.0,0.0,0.0,0.0625,74.71
Ecole Leoueissy,Barkéol,Assaba,291,139,12,0,127,62,48,1,0,0,16,0.4881889763779528,0.3779527559055118,0.007874015748031496,0.0,0.0,0.12598425196850394,47.77
Baghdade 2,Guerou,Assaba,368,234,2,0,232,177,2,3,0,0,50,0.7629310344827587,0.008620689655172414,0.01293103448275862,0.0,0.0,0.21551724137931033,63.59
Reyouk ecole,Tamcheket,Hodh El Gharbi,515,355,7,1,347,182,11,0,0,0,154,0.5244956772334294,0.03170028818443804,0.0,0.0,0.0,0.4438040345821326,68.93
El Ghoudiya 1,Tidjikja,Tagant,459,157,1,1,155,107,8,27,0,0,13,0.6903225806451613,0.05161290322580645,0.17419354838709677,0.0,0.0,0.08387096774193549,34.2
Eguerj El kheyel ecole,Tamcheket,Hodh El Gharbi,134,106,1,0,105,80,2,1,0,0,22,0.7619047619047619,0.01904761904761905,0.009523809523809525,0.0,0.0,0.20952380952380953,79.1
Ecole,M'Bout,Gorgol,539,375,6,1,368,65,204,92,5,0,2,0.1766304347826087,0.5543478260869565,0.25,0.01358695652173913,0.0,0.005434782608695652,69.57
Soufa,M'Bout,Gorgol,250,166,8,1,157,92,47,1,14,0,3,0.5859872611464968,0.29936305732484075,0.006369426751592357,0.08917197452229299,0.0,0.01910828025477707,66.4
Bedizguine,M'Bout,Gorgol,396,208,6,0,202,115,80,5,1,0,1,0.5693069306930693,0.39603960396039606,0.024752475247524754,0.0049504950495049506,0.0,0.0049504950495049506,52.53
Ecole Kaloula,Barkéol,Assaba,439,248,1,0,247,205,0,0,1,2,39,0.8299595141700404,0.0,0.0,0.004048582995951417,0.008097165991902834,0.15789473684210525,56.49
El Ghoudiya 1,Tidjikja,Tagant,458,220,3,0,217,158,15,25,1,0,18,0.728110599078341,0.06912442396313365,0.1152073732718894,0.004608294930875576,0.0,0.08294930875576037,48.03
Ecole  Mahadra,Keur Macène,Trarza,436,360,7,4,349,213,12,1,0,0,123,0.6103151862464183,0.034383954154727794,0.0028653295128939827,0.0,0.0,0.3524355300859599,82.57
Kendel,Tidjikja,Tagant,90,51,2,1,48,35,1,4,0,0,8,0.7291666666666666,0.020833333333333332,0.08333333333333333,0.0,0.0,0.16666666666666666,56.67
Ecole Dar Essalam,Keur Macène,Trarza,418,176,3,0,173,87,30,4,0,1,51,0.5028901734104047,0.17341040462427745,0.023121387283236993,0.0,0.005780346820809248,0.2947976878612717,42.11
Aoueinat Erji,Tidjikja,Tagant,221,187,0,3,184,152,1,1,0,0,30,0.8260869565217391,0.005434782608695652,0.005434782608695652,0.0,0.0,0.16304347826086957,84.62
El hela,Koubenni,Hodh El Gharbi,327,194,9,0,185,135,0,3,6,0,41,0.7297297297297297,0.0,0.016216216216216217,0.032432432432432434,0.0,0.22162162162162163,59.33
Elvelanya,Koubenni,Hodh El Gharbi,433,311,14,1,296,198,3,2,12,0,81,0.668918918918919,0.010135135135135136,0.006756756756756757,0.04054054054054054,0.0,0.27364864864864863,71.82
Dendane,Tidjikja,Tagant,106,59,0,2,57,54,2,0,0,0,1,0.9473684210526315,0.03508771929824561,0.0,0.0,0.0,0.017543859649122806,55.66
Bou Telhayeh,Koubenni,Hodh El Gharbi,389,243,2,1,240,206,1,0,0,0,33,0.8583333333333333,0.004166666666666667,0.0,0.0,0.0,0.1375,62.47
Bou Telhayeh,Koubenni,Hodh El Gharbi,389,213,0,0,213,183,0,1,1,1,27,0.8591549295774648,0.0,0.004694835680751174,0.004694835680751174,0.004694835680751174,0.1267605633802817,54.76
Hassi El Avya,Koubenni,Hodh El Gharbi,202,127,2,0,125,113,0,0,0,0,12,0.904,0.0,0.0,0.0,0.0,0.096,62.87
Ecole Choum,Atar,Adrar,558,193,8,0,185,85,22,2,3,2,71,0.4594594594594595,0.11891891891891893,0.010810810810810811,0.016216216216216217,0.010810810810810811,0.3837837837837838,34.59
Zweireh,Tidjikja,Tagant,137,106,3,0,103,97,0,2,0,0,4,0.941747572815534,0.0,0.019417475728155338,0.0,0.0,0.038834951456310676,77.37
Ecole Bouteidouma,Keur Macène,Trarza,372,204,4,2,198,106,30,13,1,0,48,0.5353535353535354,0.15151515151515152,0.06565656565656566,0.005050505050505051,0.0,0.24242424242424243,54.84
Silla,Kaédi,Gorgol,336,226,7,4,215,85,44,0,84,0,2,0.3953488372093023,0.20465116279069767,0.0,0.39069767441860465,0.0,0.009302325581395349,67.26
Ould aaghil 1,Koubenni,Hodh El Gharbi,334,208,5,0,203,191,0,0,6,1,5,0.9408866995073891,0.0,0.0,0.029556650246305417,0.0049261083743842365,0.024630541871921183,62.28
Radhi  ecole,Tamcheket,Hodh El Gharbi,366,243,2,0,241,221,3,1,0,0,16,0.91701244813278,0.012448132780082987,0.004149377593360996,0.0,0.0,0.06639004149377593,66.39
Ould aaghil 1,Koubenni,Hodh El Gharbi,398,314,3,1,310,305,1,0,0,0,4,0.9838709677419355,0.0032258064516129032,0.0,0.0,0.0,0.012903225806451613,78.89
Ecole Ameira Marsa,Magtalahjar,Brakna,221,161,21,0,140,121,15,0,1,0,3,0.8642857142857143,0.10714285714285714,0.0,0.007142857142857143,0.0,0.02142857142857143,72.85
Ecole Taghadet Iriji,Guerou,Assaba,356,222,3,0,219,134,29,1,0,2,53,0.6118721461187214,0.1324200913242009,0.0045662100456621,0.0,0.0091324200913242,0.2420091324200913,62.36
Centre d'Accueil des Citoyens,Guerou,Assaba,535,88,9,0,79,34,14,3,0,0,28,0.43037974683544306,0.17721518987341772,0.0379746835443038,0.0,0.0,0.35443037974683544,16.45
El khat et Ghasr Salam,Koubenni,Hodh El Gharbi,342,137,0,0,137,73,0,31,0,8,25,0.5328467153284672,0.0,0.22627737226277372,0.0,0.058394160583941604,0.18248175182481752,40.06
El khat et Ghasr Salam,Koubenni,Hodh El Gharbi,343,119,1,1,117,79,6,12,0,6,14,0.6752136752136753,0.05128205128205128,0.10256410256410256,0.0,0.05128205128205128,0.11965811965811966,34.69
Ecole 1,Djiguenni,Hodh Chargui,483,302,3,0,299,177,14,1,2,6,99,0.5919732441471572,0.046822742474916385,0.0033444816053511705,0.006688963210702341,0.020066889632107024,0.3311036789297659,62.53
