office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes,gaz_perct,biram_perct,mewloud_perct,kane_perct,wavi_perct,boubacar_perct,turnout
Ecole Vew,Moudjeria,Tagant,214,153,4,0,149,81,2,2,1,0,63,0.5436241610738255,0.013422818791946308,0.013422818791946308,0.006711409395973154,0.0,0.4228187919463087,71.5
College Aéré Mbar,Bababé,Brakna,307,179,7,5,167,47,18,0,96,0,6,0.281437125748503,0.10778443113772455,0.0,0.5748502994011976,0.0,0.03592814371257485,58.31
Gueri,Kaédi,Gorgol,308,222,3,13,206,50,76,1,74,0,5,0.24271844660194175,0.36893203883495146,0.0048543689320388345,0.3592233009708738,0.0,0.024271844660194174,72.08
Ecole Ejar Behel,Barkéol,Assaba,416,163,13,1,149,116,29,2,1,0,1,0.7785234899328859,0.19463087248322147,0.013422818791946308,0.006711409395973154,0.0,0.006711409395973154,39.18
Aguini,Atar,Adrar,439,280,16,0,264,228,5,7,0,0,24,0.8636363636363636,0.01893939393939394,0.026515151515151516,0.0,0.0,0.09090909090909091,63.78
Ecole Oum Avnadech,Néma,Hodh Chargui,340,217,3,0,214,131,1,0,0,1,81,0.6121495327102804,0.004672897196261682,0.0,0.0,0.004672897196261682,0.37850467289719625,63.82
Commune,Tamcheket,Hodh El Gharbi,336,241,3,0,238,213,9,1,2,1,12,0.8949579831932774,0.037815126050420166,0.004201680672268907,0.008403361344537815,0.004201680672268907,0.05042016806722689,71.73
Ecole Guetea Watia,Djiguenni,Hodh Chargui,526,274,33,0,241,228,7,0,0,1,5,0.946058091286307,0.029045643153526972,0.0,0.0,0.004149377593360996,0.02074688796680498,52.09
Ecole Sidi Abdalla,Arafat,Nouakchott Sud,544,299,7,0,292,150,34,9,4,1,94,0.5136986301369864,0.11643835616438356,0.030821917808219176,0.0136986301369863,0.003424657534246575,0.3219178082191781,54.96
Iwik,Chami,Dakhlet Nouadhibou,149,77,0,3,74,53,10,0,1,0,10,0.7162162162162162,0.13513513513513514,0.0,0.013513513513513514,0.0,0.13513513513513514,51.68
Ecole Dar Eslameh (Aioun source),Aïoun,Hodh El Gharbi,410,226,22,0,204,133,14,2,0,1,54,0.6519607843137255,0.06862745098039216,0.00980392156862745,0.0,0.004901960784313725,0.2647058823529412,55.12
Ecole El Ghourva,Keur Macène,Trarza,408,199,4,0,195,50,26,2,1,0,116,0.2564102564102564,0.13333333333333333,0.010256410256410256,0.005128205128205128,0.0,0.5948717948717949,48.77
Emerg,Timbedra,Hodh Chargui,76,65,3,0,62,59,0,0,0,1,2,0.9516129032258065,0.0,0.0,0.0,0.016129032258064516,0.03225806451612903,85.53
Lehneikat,Magtalahjar,Brakna,124,87,6,0,81,73,1,0,0,0,7,0.9012345679012346,0.012345679012345678,0.0,0.0,0.0,0.08641975308641975,70.16
kenewamel ecole,Tamcheket,Hodh El Gharbi,416,340,1,0,339,237,15,0,0,0,87,0.6991150442477876,0.04424778761061947,0.0,0.0,0.0,0.25663716814159293,81.73
Bouguenat,Koubenni,Hodh El Gharbi,334,134,2,0,132,77,1,39,0,2,13,0.5833333333333334,0.007575757575757576,0.29545454545454547,0.0,0.015151515151515152,0.09848484848484848,40.12
El Vedra,M'Bout,Gorgol,404,177,7,2,168,92,17,1,33,0,25,0.5476190476190477,0.10119047619047619,0.005952380952380952,0.19642857142857142,0.0,0.1488095238095238,43.81
Aguini,Atar,Adrar,514,424,4,1,419,363,8,3,0,0,45,0.8663484486873508,0.01909307875894988,0.007159904534606206,0.0,0.0,0.10739856801909307,82.49
Awdech Ecole,Ouad Naga,Trarza,512,375,5,1,369,225,1,3,0,0,140,0.6097560975609756,0.0027100271002710027,0.008130081300813009,0.0,0.0,0.3794037940379404,73.24
Ecole 1 Leareiguib,Nouadhibou,Dakhlet Nouadhibou,522,342,15,0,327,96,132,9,26,4,60,0.29357798165137616,0.4036697247706422,0.027522935779816515,0.07951070336391437,0.012232415902140673,0.1834862385321101,65.52
Ecole Sidi Abdalla,Arafat,Nouakchott Sud,544,270,2,4,264,123,28,14,4,2,93,0.4659090909090909,0.10606060606060606,0.05303030303030303,0.015151515151515152,0.007575757575757576,0.3522727272727273,49.63
Ecole,Tamcheket,Hodh El Gharbi,522,323,5,0,318,293,1,0,1,0,23,0.9213836477987422,0.0031446540880503146,0.0,0.0031446540880503146,0.0,0.07232704402515723,61.88
Hotel de Ville,Kiffa,Assaba,426,223,6,0,217,188,4,1,0,3,21,0.8663594470046083,0.018433179723502304,0.004608294930875576,0.0,0.013824884792626729,0.0967741935483871,52.35
Rachid,Tidjikja,Tagant,538,390,4,1,385,348,2,12,0,0,23,0.9038961038961039,0.005194805194805195,0.03116883116883117,0.0,0.0,0.05974025974025974,72.49
College Aéré Mbar,Bababé,Brakna,305,149,6,7,136,33,19,1,78,0,5,0.2426470588235294,0.13970588235294118,0.007352941176470588,0.5735294117647058,0.0,0.03676470588235294,48.85
Djab Djola,Aleg,Brakna,249,158,0,0,158,117,1,0,0,0,40,0.740506329113924,0.006329113924050633,0.0,0.0,0.0,0.25316455696202533,63.45
Ecole Dar Naim,Aleg,Brakna,471,303,16,1,286,174,36,1,1,0,74,0.6083916083916084,0.1258741258741259,0.0034965034965034965,0.0034965034965034965,0.0,0.25874125874125875,64.33
Hotel de Ville,Aleg,Brakna,589,351,4,0,347,202,3,2,0,0,140,0.5821325648414986,0.008645533141210375,0.005763688760806916,0.0,0.0,0.4034582132564842,59.59
Ecole 2,Aleg,Brakna,493,298,11,1,286,170,12,4,3,0,97,0.5944055944055944,0.04195804195804196,0.013986013986013986,0.01048951048951049,0.0,0.33916083916083917,60.45
Ecole,Aleg,Brakna,456,233,1,4,228,161,6,8,1,1,51,0.706140350877193,0.02631578947368421,0.03508771929824561,0.0043859649122807015,0.0043859649122807015,0.2236842105263158,51.1
Collège,Aleg,Brakna,366,202,3,0,199,138,1,3,1,0,56,0.6934673366834171,0.005025125628140704,0.01507537688442211,0.005025125628140704,0.0,0.2814070351758794,55.19
El Vedra,M'Bout,Gorgol,404,198,9,2,187,96,59,2,6,1,23,0.5133689839572193,0.3155080213903743,0.0106951871657754,0.03208556149732621,0.0053475935828877,0.12299465240641712,49.01
Ecole Jedida,Kaédi,Gorgol,432,352,5,2,345,65,187,8,46,1,36,0.18840579710144928,0.5420289855072464,0.02318840579710145,0.13333333333333333,0.002898550724637681,0.10434782608695652,81.48
Kenar 1,Néma,Hodh Chargui,96,64,1,0,63,53,1,0,0,0,9,0.8412698412698413,0.015873015873015872,0.0,0.0,0.0,0.14285714285714285,66.67
Sondage Ehel Abdel Vetah,Chami,Dakhlet Nouadhibou,160,48,1,0,47,31,2,0,0,1,13,0.6595744680851063,0.0425531914893617,0.0,0.0,0.02127659574468085,0.2765957446808511,30.0
Lycée,Tamcheket,Hodh El Gharbi,567,369,15,3,351,224,41,11,7,3,65,0.6381766381766382,0.1168091168091168,0.03133903133903134,0.019943019943019943,0.008547008547008548,0.18518518518518517,65.08
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,407,13,0,394,69,133,3,125,0,64,0.1751269035532995,0.33756345177664976,0.007614213197969543,0.31725888324873097,0.0,0.16243654822335024,70.91
Gounguel,Aïoun,Hodh El Gharbi,543,329,7,0,322,251,7,14,1,0,49,0.7795031055900621,0.021739130434782608,0.043478260869565216,0.003105590062111801,0.0,0.15217391304347827,60.59
Ecole Syassa,Kiffa,Assaba,435,287,8,0,279,224,47,3,1,1,3,0.8028673835125448,0.16845878136200718,0.010752688172043012,0.0035842293906810036,0.0035842293906810036,0.010752688172043012,65.98
Twil,Timbedra,Hodh Chargui,497,207,1,0,206,158,5,11,0,1,31,0.7669902912621359,0.024271844660194174,0.05339805825242718,0.0,0.0048543689320388345,0.15048543689320387,41.65
Ecole Agweida,Aleg,Brakna,433,128,4,0,124,101,0,0,1,0,22,0.8145161290322581,0.0,0.0,0.008064516129032258,0.0,0.1774193548387097,29.56
Aghoress,Ouad Naga,Trarza,314,229,0,1,228,193,4,0,0,1,30,0.8464912280701754,0.017543859649122806,0.0,0.0,0.0043859649122807015,0.13157894736842105,72.93
Ecole Sagne,Maghama,Gorgol,445,263,9,4,250,160,36,13,37,0,4,0.64,0.144,0.052,0.148,0.0,0.016,59.1
Lycée,Tamcheket,Hodh El Gharbi,568,338,0,3,335,207,31,13,1,1,82,0.6179104477611941,0.09253731343283582,0.03880597014925373,0.0029850746268656717,0.0029850746268656717,0.24477611940298508,59.51
Beghoul,M'Bout,Gorgol,367,115,10,1,104,40,54,2,2,1,5,0.38461538461538464,0.5192307692307693,0.019230769230769232,0.019230769230769232,0.009615384615384616,0.04807692307692308,31.34
Belinabe,Kaédi,Gorgol,303,230,1,6,223,32,18,0,172,0,1,0.14349775784753363,0.08071748878923767,0.0,0.7713004484304933,0.0,0.004484304932735426,75.91
Achram 3,Moudjeria,Tagant,474,326,2,0,324,240,8,6,0,1,69,0.7407407407407407,0.024691358024691357,0.018518518518518517,0.0,0.0030864197530864196,0.21296296296296297,68.78
Ecole Aere Gollere,Bababé,Brakna,510,330,4,17,309,49,3,1,247,2,7,0.15857605177993528,0.009708737864077669,0.003236245954692557,0.7993527508090615,0.006472491909385114,0.022653721682847898,64.71
rgueybe,Atar,Adrar,476,258,8,5,245,159,8,4,3,2,69,0.6489795918367347,0.0326530612244898,0.0163265306122449,0.012244897959183673,0.00816326530612245,0.2816326530612245,54.2
Tichott,Chami,Dakhlet Nouadhibou,163,107,5,2,100,71,11,1,0,0,17,0.71,0.11,0.01,0.0,0.0,0.17,65.64
Ecole Sidi Abdalla,Arafat,Nouakchott Sud,544,400,19,4,377,233,12,21,0,7,104,0.6180371352785146,0.03183023872679045,0.05570291777188329,0.0,0.01856763925729443,0.27586206896551724,73.53
Djegre 1,Néma,Hodh Chargui,201,139,2,0,137,111,0,0,1,0,25,0.8102189781021898,0.0,0.0,0.0072992700729927005,0.0,0.18248175182481752,69.15
Abidjan 1,Afrique,Etranger,478,117,5,0,112,41,45,0,3,2,21,0.36607142857142855,0.4017857142857143,0.0,0.026785714285714284,0.017857142857142856,0.1875,24.48
Dar El Avia,Kiffa,Assaba,525,450,14,1,435,402,30,0,0,0,3,0.9241379310344827,0.06896551724137931,0.0,0.0,0.0,0.006896551724137931,85.71
Ecole Tawaz,Atar,Adrar,451,229,9,1,219,129,27,1,0,1,61,0.589041095890411,0.1232876712328767,0.0045662100456621,0.0,0.0045662100456621,0.2785388127853881,50.78
SONADER Foum Gleita,M'Bout,Gorgol,550,307,14,2,291,132,82,14,30,0,33,0.4536082474226804,0.281786941580756,0.048109965635738834,0.10309278350515463,0.0,0.1134020618556701,55.82
Hotel de Ville,Barkéol,Assaba,415,225,14,2,209,85,104,4,5,1,10,0.40669856459330145,0.49760765550239233,0.019138755980861243,0.023923444976076555,0.004784688995215311,0.04784688995215311,54.22
Ecole Werken,Néma,Hodh Chargui,403,380,13,0,367,342,5,0,0,10,10,0.9318801089918256,0.013623978201634877,0.0,0.0,0.027247956403269755,0.027247956403269755,94.29
Abidjan 1,Afrique,Etranger,477,255,13,0,242,81,90,1,11,3,56,0.3347107438016529,0.371900826446281,0.004132231404958678,0.045454545454545456,0.012396694214876033,0.23140495867768596,53.46
Cetre Moughataa,Dar Naïm,Nouakchott Nord,508,372,5,5,362,134,102,13,29,1,83,0.3701657458563536,0.281767955801105,0.03591160220994475,0.08011049723756906,0.0027624309392265192,0.2292817679558011,73.23
Batoul,Timbedra,Hodh Chargui,320,151,0,0,151,36,0,58,0,2,55,0.23841059602649006,0.0,0.3841059602649007,0.0,0.013245033112582781,0.36423841059602646,47.19
Hotel de Ville,Magtalahjar,Brakna,450,284,24,0,260,192,17,0,0,1,50,0.7384615384615385,0.06538461538461539,0.0,0.0,0.0038461538461538464,0.19230769230769232,63.11
Ecole Aguenni,Kiffa,Assaba,565,100,0,0,100,73,2,0,1,0,24,0.73,0.02,0.0,0.01,0.0,0.24,17.7
Ecole Santiane,Maghama,Gorgol,440,356,9,11,336,101,37,3,191,0,4,0.3005952380952381,0.11011904761904762,0.008928571428571428,0.5684523809523809,0.0,0.011904761904761904,80.91
Ecole Sidi Abdalla,Arafat,Nouakchott Sud,544,394,7,2,385,213,33,13,1,2,123,0.5532467532467532,0.08571428571428572,0.033766233766233764,0.0025974025974025974,0.005194805194805195,0.3194805194805195,72.43
Abidjan 1,Afrique,Etranger,478,203,8,2,193,65,56,5,26,0,41,0.33678756476683935,0.29015544041450775,0.025906735751295335,0.13471502590673576,0.0,0.21243523316062177,42.47
Ecole Bachatt,M'Bout,Gorgol,524,307,8,8,291,56,79,24,122,2,8,0.19243986254295534,0.27147766323024053,0.08247422680412371,0.41924398625429554,0.006872852233676976,0.027491408934707903,58.59
Abidjan 2,Afrique,Etranger,478,182,3,12,167,49,42,1,14,8,53,0.2934131736526946,0.25149700598802394,0.005988023952095809,0.08383233532934131,0.04790419161676647,0.31736526946107785,38.08
Ecole Feiniyatt,Djiguenni,Hodh Chargui,417,184,2,0,182,169,4,2,1,0,6,0.9285714285714286,0.02197802197802198,0.01098901098901099,0.005494505494505495,0.0,0.03296703296703297,44.12
Legleya,Timbedra,Hodh Chargui,439,131,2,0,129,106,0,0,0,0,23,0.8217054263565892,0.0,0.0,0.0,0.0,0.17829457364341086,29.84
Rass Tarev,Tidjikja,Tagant,248,188,9,0,179,172,0,1,0,0,6,0.9608938547486033,0.0,0.00558659217877095,0.0,0.0,0.0335195530726257,75.81
El Medhloum,Aïoun,Hodh El Gharbi,404,228,6,0,222,162,0,0,1,0,59,0.7297297297297297,0.0,0.0,0.0045045045045045045,0.0,0.26576576576576577,56.44
Ecole Bilal,Koubenni,Hodh El Gharbi,565,265,7,1,257,132,42,9,3,0,71,0.5136186770428015,0.16342412451361868,0.03501945525291829,0.011673151750972763,0.0,0.27626459143968873,46.9
Ecole Rachid,Kiffa,Assaba,398,213,5,1,207,187,1,0,2,0,17,0.9033816425120773,0.004830917874396135,0.0,0.00966183574879227,0.0,0.0821256038647343,53.52
Ecole Aere M'Bar,Bababé,Brakna,419,258,6,6,246,60,29,5,149,0,3,0.24390243902439024,0.11788617886178862,0.02032520325203252,0.6056910569105691,0.0,0.012195121951219513,61.58
Lycée,Atar,Adrar,501,236,6,6,224,98,32,5,4,0,85,0.4375,0.14285714285714285,0.022321428571428572,0.017857142857142856,0.0,0.3794642857142857,47.11
Hotel de Ville,Teyaret,Nouakchott Nord,455,304,1,2,301,97,80,9,19,0,96,0.3222591362126246,0.26578073089701,0.029900332225913623,0.06312292358803986,0.0,0.31893687707641194,66.81
Ecole Khattri,Arafat,Nouakchott Sud,505,410,6,4,400,147,78,10,1,6,158,0.3675,0.195,0.025,0.0025,0.015,0.395,81.19
Bachat Dakhla,M'Bout,Gorgol,521,364,9,13,342,68,91,39,134,4,6,0.19883040935672514,0.26608187134502925,0.11403508771929824,0.391812865497076,0.011695906432748537,0.017543859649122806,69.87
Bir El Barka,Aleg,Brakna,155,136,0,1,135,116,1,0,0,0,18,0.8592592592592593,0.007407407407407408,0.0,0.0,0.0,0.13333333333333333,87.74
Belinabe,Kaédi,Gorgol,303,214,18,0,196,28,13,0,150,4,1,0.14285714285714285,0.0663265306122449,0.0,0.7653061224489796,0.02040816326530612,0.00510204081632653,70.63
Interieur 1,Afrique,Etranger,282,215,13,0,202,43,136,0,3,1,19,0.21287128712871287,0.6732673267326733,0.0,0.01485148514851485,0.0049504950495049506,0.09405940594059406,76.24
Ecole 1 Bousreiouil,Barkéol,Assaba,312,133,5,5,123,89,20,2,1,0,11,0.7235772357723578,0.16260162601626016,0.016260162601626018,0.008130081300813009,0.0,0.08943089430894309,42.63
Oum Gouffa,Timbedra,Hodh Chargui,303,185,0,1,184,125,0,1,0,5,53,0.6793478260869565,0.0,0.005434782608695652,0.0,0.02717391304347826,0.28804347826086957,61.06
Ecole Imam Ahmed,Dar Naïm,Nouakchott Nord,519,391,16,3,372,162,103,21,17,1,68,0.43548387096774194,0.2768817204301075,0.056451612903225805,0.0456989247311828,0.002688172043010753,0.1827956989247312,75.34
Ecole Tensoueilim 1,Dar Naïm,Nouakchott Nord,568,388,4,3,381,200,63,22,1,2,93,0.5249343832020997,0.16535433070866143,0.05774278215223097,0.0026246719160104987,0.005249343832020997,0.2440944881889764,68.31
Interieur 2,Afrique,Etranger,487,157,5,6,146,27,55,0,59,0,5,0.18493150684931506,0.3767123287671233,0.0,0.4041095890410959,0.0,0.03424657534246575,32.24
Berele,Koubenni,Hodh El Gharbi,523,326,5,0,321,276,16,1,3,0,25,0.8598130841121495,0.04984423676012461,0.003115264797507788,0.009345794392523364,0.0,0.0778816199376947,62.33
Ecole El Varae,Bababé,Brakna,385,167,5,1,161,75,63,0,2,0,21,0.4658385093167702,0.391304347826087,0.0,0.012422360248447204,0.0,0.13043478260869565,43.38
Ecole 4,Teyaret,Nouakchott Nord,560,297,11,0,286,105,39,26,6,7,103,0.36713286713286714,0.13636363636363635,0.09090909090909091,0.02097902097902098,0.024475524475524476,0.36013986013986016,53.04
Ecole Varess,Aoujeft,Adrar,159,117,4,2,111,89,1,9,0,0,12,0.8018018018018018,0.009009009009009009,0.08108108108108109,0.0,0.0,0.10810810810810811,73.58
Interieur 3,Afrique,Etranger,289,55,1,1,53,22,21,0,1,0,9,0.41509433962264153,0.39622641509433965,0.0,0.018867924528301886,0.0,0.16981132075471697,19.03
ECOLE TOULDE,Kaédi,Gorgol,592,423,29,0,394,44,79,0,267,1,3,0.1116751269035533,0.20050761421319796,0.0,0.6776649746192893,0.0025380710659898475,0.007614213197969543,71.45
Ecole Touil,Djiguenni,Hodh Chargui,383,263,14,2,247,228,3,3,4,0,9,0.9230769230769231,0.012145748987854251,0.012145748987854251,0.016194331983805668,0.0,0.03643724696356275,68.67
M'berre 2,Bassiknou,Hodh Chargui,512,324,0,3,321,268,13,32,0,1,7,0.8348909657320872,0.040498442367601244,0.09968847352024922,0.0,0.003115264797507788,0.021806853582554516,63.28
El Metreiwagh,Bassiknou,Hodh Chargui,222,120,3,0,117,100,1,1,1,0,14,0.8547008547008547,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.0,0.11965811965811966,54.05
Beretouma,Bassiknou,Hodh Chargui,191,91,4,0,87,62,19,1,0,0,5,0.7126436781609196,0.21839080459770116,0.011494252873563218,0.0,0.0,0.05747126436781609,47.64
Laghdaf,Bassiknou,Hodh Chargui,378,179,7,2,170,159,4,0,0,0,7,0.9352941176470588,0.023529411764705882,0.0,0.0,0.0,0.041176470588235294,47.35
Tentemlel,Tidjikja,Tagant,460,239,6,0,233,181,1,2,0,1,48,0.776824034334764,0.004291845493562232,0.008583690987124463,0.0,0.004291845493562232,0.20600858369098712,51.96
Laghdaf,Bassiknou,Hodh Chargui,377,199,1,1,197,161,3,0,0,0,33,0.817258883248731,0.015228426395939087,0.0,0.0,0.0,0.16751269035532995,52.79
Serdouba,Bassiknou,Hodh Chargui,355,175,5,9,161,123,19,2,4,0,13,0.7639751552795031,0.11801242236024845,0.012422360248447204,0.024844720496894408,0.0,0.08074534161490683,49.3
Koussanna,Bassiknou,Hodh Chargui,553,277,8,3,266,199,60,2,0,1,4,0.7481203007518797,0.22556390977443608,0.007518796992481203,0.0,0.0037593984962406013,0.015037593984962405,50.09
Kendarla,Bassiknou,Hodh Chargui,460,225,5,4,216,155,31,1,1,0,28,0.7175925925925926,0.14351851851851852,0.004629629629629629,0.004629629629629629,0.0,0.12962962962962962,48.91
Eljezira,Magtalahjar,Brakna,300,149,10,1,138,94,1,2,0,0,41,0.6811594202898551,0.007246376811594203,0.014492753623188406,0.0,0.0,0.2971014492753623,49.67
Hassi Ehl Mohamed Leely,Bassiknou,Hodh Chargui,203,142,3,0,139,120,0,0,0,0,19,0.8633093525179856,0.0,0.0,0.0,0.0,0.1366906474820144,69.95
Douane,Bassiknou,Hodh Chargui,373,156,4,0,152,108,6,0,1,1,36,0.7105263157894737,0.039473684210526314,0.0,0.006578947368421052,0.006578947368421052,0.23684210526315788,41.82
Dispensaire,Bassiknou,Hodh Chargui,544,214,5,0,209,142,22,8,0,2,35,0.6794258373205742,0.10526315789473684,0.03827751196172249,0.0,0.009569377990430622,0.1674641148325359,39.34
Hassi Ewlad Allouch,Bassiknou,Hodh Chargui,304,146,2,1,143,136,0,2,0,0,5,0.951048951048951,0.0,0.013986013986013986,0.0,0.0,0.03496503496503497,48.03
Djeibaba,M'Bout,Gorgol,296,201,14,0,187,110,46,0,15,0,16,0.5882352941176471,0.24598930481283424,0.0,0.08021390374331551,0.0,0.0855614973262032,67.91
Ecole,Bassiknou,Hodh Chargui,428,199,6,0,193,139,18,1,0,7,28,0.7202072538860104,0.09326424870466321,0.0051813471502590676,0.0,0.03626943005181347,0.14507772020725387,46.5
Ecole,Bassiknou,Hodh Chargui,429,223,10,0,213,166,10,0,0,6,31,0.7793427230046949,0.046948356807511735,0.0,0.0,0.028169014084507043,0.14553990610328638,51.98
Ghleiva,Bassiknou,Hodh Chargui,213,164,3,0,161,148,8,1,1,1,2,0.9192546583850931,0.049689440993788817,0.006211180124223602,0.006211180124223602,0.006211180124223602,0.012422360248447204,77.0
Interieur 4,Afrique,Etranger,226,83,2,1,80,11,23,0,17,3,26,0.1375,0.2875,0.0,0.2125,0.0375,0.325,36.73
Douane,Bassiknou,Hodh Chargui,372,144,1,1,142,99,5,2,1,0,35,0.6971830985915493,0.035211267605633804,0.014084507042253521,0.007042253521126761,0.0,0.24647887323943662,38.71
El Amre,Ouad Naga,Trarza,462,274,4,5,265,175,2,4,1,0,83,0.660377358490566,0.007547169811320755,0.01509433962264151,0.0037735849056603774,0.0,0.3132075471698113,59.31
Dispensaire,Bassiknou,Hodh Chargui,552,299,7,0,292,227,28,4,2,1,30,0.7773972602739726,0.0958904109589041,0.0136986301369863,0.00684931506849315,0.003424657534246575,0.10273972602739725,54.17
Dweirira,Bassiknou,Hodh Chargui,201,119,1,0,118,111,2,4,0,0,1,0.940677966101695,0.01694915254237288,0.03389830508474576,0.0,0.0,0.00847457627118644,59.2
Dendara,Bassiknou,Hodh Chargui,152,118,1,0,117,116,0,0,0,0,1,0.9914529914529915,0.0,0.0,0.0,0.0,0.008547008547008548,77.63
Kerk,Bassiknou,Hodh Chargui,366,275,8,0,267,256,5,0,1,0,5,0.9588014981273408,0.018726591760299626,0.0,0.003745318352059925,0.0,0.018726591760299626,75.14
Ecole Ghered Ehel Issa Bewba,Kiffa,Assaba,348,286,2,1,283,267,6,1,0,1,8,0.9434628975265018,0.02120141342756184,0.0035335689045936395,0.0,0.0035335689045936395,0.028268551236749116,82.18
Collège Mata Moulana,R'Kiz,Trarza,395,205,10,1,194,133,21,7,1,0,32,0.6855670103092784,0.10824742268041238,0.03608247422680412,0.005154639175257732,0.0,0.16494845360824742,51.9
Ecole Agweida,Aleg,Brakna,434,302,17,0,285,260,3,0,0,0,22,0.9122807017543859,0.010526315789473684,0.0,0.0,0.0,0.07719298245614035,69.59
Ecole Leghveira,Djiguenni,Hodh Chargui,482,276,26,1,249,206,34,1,1,0,7,0.8273092369477911,0.13654618473895583,0.004016064257028112,0.004016064257028112,0.0,0.028112449799196786,57.26
Ecole Daghveg,Barkéol,Assaba,546,395,9,0,386,153,205,0,1,0,27,0.3963730569948187,0.5310880829015544,0.0,0.0025906735751295338,0.0,0.06994818652849741,72.34
Neamet Alleh,Koubenni,Hodh El Gharbi,465,230,3,0,227,157,4,1,0,0,65,0.6916299559471366,0.01762114537444934,0.004405286343612335,0.0,0.0,0.28634361233480177,49.46
Tenim Ecole,Ouad Naga,Trarza,372,145,12,4,129,74,11,3,1,0,40,0.5736434108527132,0.08527131782945736,0.023255813953488372,0.007751937984496124,0.0,0.31007751937984496,38.98
Ecole 2 Boghé,Boghé,Brakna,375,267,2,5,260,92,91,6,64,0,7,0.35384615384615387,0.35,0.023076923076923078,0.24615384615384617,0.0,0.026923076923076925,71.2
Lycée,Arafat,Nouakchott Sud,565,339,6,2,331,158,65,10,25,2,71,0.4773413897280967,0.19637462235649547,0.030211480362537766,0.0755287009063444,0.006042296072507553,0.21450151057401812,60.0
